
0,cm,cm,move purple cone right of red cylinder,0,5,
1,cm,cm,move green sphere left of red sphere,1,5,
2,move red sphere left of purple sphere,0,5,
3,cm,move yellow sphere right of purple box,0,5,
4,cm,move red sphere left of purple cylinder,1,5,
5,cm,move purple cone left of green cone,0,5,
6,cm,cm,move red sphere behind yellow box,1,5,
7,cm,cm,move red sphere in front of blue cone,0,4,
8,move green cylinder left of red cone,1,4,
9,cm,move green cylinder behind blue cone,2,4,
10,cm,move red cone right of purple box,1,4,
11,move red cone in front of blue sphere,1,5,
12,cm,cm,move purple cylinder left of blue sphere,2,5,
13,cm,move yellow cone in front of red cylinder,3,4,
14,move red cone in front of green cylinder,2,3,
15,move purple cone behind purple cylinder,3,4,
16,move yellow cylinder in front of blue cylinder,3,5,
17,move red cone left of yellow box,3,5,
18,cm,move red cylinder right of yellow cylinder,3,4,
19,move blue box right of yellow cylinder,4,5,
20,move blue cylinder right of red cylinder,2,5,
21,move green box behind purple cone,3,4,
22,move red box in front of green cone,2,3,
23,cm,move red box behind purple box,4,5,
24,move green cone in front of purple sphere,3,5,
25,move red cylinder behind blue cone,4,5,
26,cm,move blue cone behind yellow cylinder,5,3,
27,move red box left of green cylinder,3,4,
28,cm,move red sphere right of yellow cone,5,4,
29,move red cylinder behind blue cylinder,5,5,
30,move blue cylinder right of red cylinder,4,3,
31,move red box in front of green box,3,5,
