visual-word-learning-run1
0,cm,cm,cm,cm,0
1,cm,cm,cm,0
2,cm,cm,cm,cm,0
3,cm,1
4,cm,cm,cm,1
5,1
6,1
7,cm,cm,cm,2
8,cm,cm,4
9,4
10,cm,5
11,5
12,5
13,5
14,5
15,5
