visual-word-learning-run1
0,cm,cm,cm,cm,0
1,cm,cm,cm,cm,0
2,cm,cm,cm,0
3,cm,cm,cm,2
4,cm,1
5,cm,2
6,2
7,cm,2
8,cm,cm,3
9,cm,3
10,3
11,3
12,cm,5
13,5
14,5
15,5
