
0,cm,cm,cm,cm,1,5,
1,cm,cm,cm,1,5,
2,cm,cm,cm,1,5,
3,1,5,
4,cm,cm,cm,1,5,
5,cm,cm,cm,1,5,
6,cm,2,5,
7,cm,cm,cm,3,5,
8,3,5,
9,cm,cm,3,5,
10,cm,cm,3,5,
11,cm,3,5,
12,3,5,
13,3,5,
14,cm,3,5,
15,cm,5,5,
16,5,5,
17,5,5,
18,5,5,
19,5,5,
20,5,5,
21,5,5,
22,5,5,
23,5,5,
