
0,cm,cm,0,5,
1,cm,cm,2,5,
2,1,5,
3,1,5,
4,cm,1,5,
5,cm,cm,2,5,
6,cm,cm,1,5,
7,3,5,
8,cm,3,5,
9,3,5,
10,cm,4,5,
11,4,5,
12,5,5,
13,cm,5,5,
14,5,5,
15,5,5,
16,4,5,
17,5,5,
18,5,5,
19,5,5,
