
0,cm,cm,1,5,
1,cm,cm,1,5,
2,cm,cm,1,5,
3,cm,2,5,
4,cm,2,5,
5,2,5,
6,2,5,
7,cm,2,5,
8,2,5,
9,cm,cm,4,5,
10,4,5,
11,5,5,
12,5,5,
13,4,5,
14,4,5,
15,3,5,
16,cm,5,5,
17,4,5,
18,5,5,
19,5,5,
