
0,cm,cm,0,5,
1,cm,cm,0,5,
2,cm,2,5,
3,cm,2,5,
4,cm,cm,2,5,
5,cm,cm,3,5,
6,cm,5,5,
7,4,5,
8,5,5,
9,3,5,
10,2,5,
11,5,5,
12,4,5,
13,4,5,
14,5,5,
15,4,5,
16,cm,5,5,
17,4,5,
18,5,5,
19,4,5,
